Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NC_002695.2	4818654	4819169		plus	TatABCE protein translocation system subunit TatB	tatB	915137	protein-coding		NP_312794.1	171	ECs_4767
NC_002695.2	4819172	4819948		plus	TatABCE protein translocation system subunit TatC	tatC	915136	protein-coding		NP_312795.1	258	ECs_4768
NC_002695.2	4819990	4820772		plus	deoxyribonuclease TatD	tatD	915135	protein-coding		NP_312796.1	260	ECs_4769
NC_002695.2	4820769	4821257		minus	transcription antitermination protein	rfaH	915134	protein-coding		NP_312797.1	162	ECs_4770
NC_002695.2	4821424	4822917		plus	3-octaprenyl-4-hydroxybenzoate decarboxylase	ubiD	915132	protein-coding		NP_312798.1	497	ECs_4771
NC_002695.2	4822963	4823664		plus	NAD(P)H-flavin reductase	fre	915131	protein-coding		NP_312799.1	233	ECs_4772
NC_002695.2	4823856	4825019		minus	3-ketoacyl-CoA thiolase	fadA	915130	protein-coding		NP_312800.1	387	ECs_4773
NC_002695.2	4825029	4827218		minus	multifunctional fatty acid oxidation complex subunit alpha	fadB	915128	protein-coding		NP_312801.1	729	ECs_4774
NC_002695.2	4827408	4828739		plus	proline dipeptidase	pepQ	915127	protein-coding		NP_312802.1	443	ECs_4775
NC_002695.2	4828739	4829353		plus	hypothetical protein	yigZ	916139	protein-coding		NP_312803.2	204	ECs_4776
NC_002695.2	4829392	4830843		plus	potassium transporter	trkH	915125	protein-coding		NP_312804.1	483	ECs_4777
NC_002695.2	4830855	4831400		plus	protoporphyrinogen oxidase	hemG	915124	protein-coding		NP_312805.1	181	ECs_4778
NC_002695.2	4831784	4833321		plus	16S ribosomal RNA	rrsA	62676136	rRNA				ECs_R0014
NC_002695.2	4833391	4833467		plus	tRNA-Ile	ileT	62676137	tRNA				ECs_R0114
NC_002695.2	4833510	4833585		plus	tRNA-Ala	alaT	62676138	tRNA				ECs_R0115
NC_002695.2	4833771	4836672		plus	23S ribosomal RNA	rrlA	62676139	rRNA				ECs_R0015
NC_002695.2	4836770	4836880		plus	5S ribosomal RNA	rrfA	62676140	rRNA				ECs_R0016
NC_002695.2	4836985	4837512		minus	molybdopterin-guanine dinucleotide biosynthesis protein B	mobB	915118	protein-coding		NP_312806.2	175	ECs_4779
NC_002695.2	4837494	4838078		minus	molybdopterin-guanine dinucleotide synthase	mobA	915117	protein-coding		NP_312807.1	194	ECs_4780
NC_002695.2	4838148	4838417		plus	hypothetical protein	yihD	915116	protein-coding		NP_312808.1	89	ECs_4781
NC_002695.2	4838494	4839480		plus	Cpx stress response Thr/Ser protein kinase	srkA	915109	protein-coding		NP_312809.1	328	ECs_4782
NC_002695.2	4839497	4840123		plus	periplasmic protein disulfide isomerase I	dsbA	915115	protein-coding		NP_312810.1	208	ECs_4783
NC_002695.2	4840278	4841708		plus	hypothetical protein	yihF	915113	protein-coding		NP_312811.2	476	ECs_4784
NC_002695.2	4841749	4842681		minus	acyltransferase	yihG	915112	protein-coding		NP_312812.1	310	ECs_4785
NC_002695.2	4843045	4845831		plus	DNA polymerase I	polA	915111	protein-coding		NP_312813.1	928	ECs_4786
NC_002695.2	4846213	4846845		minus	cell division GTP-binding protein	yihA	915108	protein-coding		NP_312814.1	210	ECs_4787
NC_002695.2	4847427	4847933		plus	GTPase activator	yihI	915107	protein-coding		NP_312815.1	168	ECs_4788
NC_002695.2	4848122	4849495		plus	coproporphyrinogen III oxidase	hemN	915106	protein-coding		NP_312816.2	457	ECs_4789
NC_002695.2	4849907	4851316		minus	nitrogen regulation protein NR(I)	glnG	915105	protein-coding		NP_312817.1	469	ECs_4790
NC_002695.2	4851328	4852377		minus	two-component system sensor histidine kinase GlnL	glnL	915104	protein-coding		NP_312818.1	349	ECs_4791
NC_002695.2	4852551	4853960		minus	glutamine synthetase	glnA	915103	protein-coding		NP_312819.1	469	ECs_4792
NC_002695.2	4854333	4856156		plus	GTP-binding protein	typA	915102	protein-coding		NP_312820.1	607	ECs_4793
NC_002695.2	4856373	4857083		plus	transcriptional regulator	yihL	915101	protein-coding		NP_312821.1	236	ECs_4794
NC_002695.2	4857091	4858071		plus	sugar phosphate isomerase	yihM	915100	protein-coding		NP_312822.1	326	ECs_4795
NC_002695.2	4858173	4859438		plus	MFS transporter	yihN	915099	protein-coding		NP_312823.1	421	ECs_4796
NC_002695.2	4859529	4860287		minus	outer membrane porin L	ompL	915088	protein-coding		NP_312824.3	252	ECs_4797
NC_002695.2	4860288	4861691		minus	2,3-dihydroxypropane-1-sulfonate exporter	yihO	915093	protein-coding		NP_312825.1	467	ECs_4798
NC_002695.2	4861734	4863119		minus	2,3-dihydroxypropane-1-sulfonate exporter	yihP	915096	protein-coding		NP_312826.1	461	ECs_4799
NC_002695.2	4863165	4865201		minus	alpha-glucosidase	yihQ	915098	protein-coding		NP_312827.1	678	ECs_4800
NC_002695.2	4865309	4866184		minus	hypothetical protein		915097	protein-coding		NP_312828.1	291	ECs_4801
NC_002695.2	4866245	4867147		minus	sulfoquinovose mutarotase	yihR	915089	protein-coding		NP_312829.1	300	ECs_4802
NC_002695.2	4867214	4868455		minus	sulfoquinovose isomerase	yihS	915091	protein-coding		NP_312830.1	413	ECs_4803
NC_002695.2	4868471	4869349		minus	6-deoxy-6-sulfofructose-1-phosphate aldolase	yihT	915094	protein-coding		NP_312831.1	292	ECs_4804
NC_002695.2	4869373	4870269		minus	3-sulfolactaldehyde reductase	yihU	915095	protein-coding		NP_312832.1	298	ECs_4805
NC_002695.2	4870437	4871333		plus	6-deoxy-6-sulfofructose kinase	yihV	916219	protein-coding		NP_312833.2	298	ECs_4806
NC_002695.2	4871367	4872152		plus	transcriptional regulator	yihW	915075	protein-coding		NP_312834.2	261	ECs_4807
NC_002695.2	4872251	4872850		plus	alpha-D-glucose-1-phosphate phosphatase	yihX	915090	protein-coding		NP_312835.2	199	ECs_4808
NC_002695.2	4872844	4873716		plus	inner membrane protein	yihY	915086	protein-coding		NP_312836.1	290	ECs_4809
NC_002695.2	4873713	4874150		plus	D-tyr-tRNA(Tyr) deacylase	dtd	915087	protein-coding		NP_312837.1	145	ECs_4810
NC_002695.2	4874195	4875136		plus	acetyltransferase	yiiD	915092	protein-coding		NP_312838.2	313	ECs_4811
NC_002695.2	4875547	4876440		plus	hypothetical protein		915081	protein-coding		NP_312839.1	297	ECs_4812
NC_002695.2	4876447	4877361		plus	hypothetical protein		915082	protein-coding		NP_312840.1	304	ECs_4813
NC_002695.2	4878055	4878273		plus	CopG family transcriptional regulator	yiiE	915084	protein-coding		NP_312842.3	72	ECs_4815
NC_002695.2	4878490	4878732		plus	thymol sensitivity protein	yiiF	915076	protein-coding		NP_312843.3	80	ECs_4816
NC_002695.2	4879062	4879991		minus	formate dehydrogenase formation protein	fdhE	915077	protein-coding		NP_312844.1	309	ECs_4817
NC_002695.2	4879988	4880623		minus	formate dehydrogenase-O cytochrome b556 subunit	fdoI	915078	protein-coding		NP_312845.1	211	ECs_4818
NC_002695.2	4880620	4881522		minus	formate dehydrogenase-O Fe-S subunit	fdoH	915080	protein-coding		NP_312846.1	300	ECs_4819
NC_002695.2	4881535	4884585		minus	formate dehydrogenase subunit alpha	fdoG	915079	protein-coding		NP_312847.1	1016	ECs_4820
NC_002695.2	4884779	4885612		plus	formate dehydrogenase formation protein	fdhD	915071	protein-coding		NP_312848.1	277	ECs_4821
NC_002695.2	4885765	4886820		plus	hypothetical protein	yiiG	915072	protein-coding		NP_312849.1	351	ECs_4822
NC_002695.2	4886870	4888618		minus	PTS system IIA component	frvR	915073	protein-coding		NP_312850.1	582	ECs_4823
NC_002695.2	4888618	4889688		minus	peptidase	frvX	915074	protein-coding		NP_312851.1	356	ECs_4824
NC_002695.2	4889678	4891117		minus	PTS enzyme IIB component/IIC component	frvB	915066	protein-coding		NP_312852.1	479	ECs_4825
NC_002695.2	4891128	4891574		minus	enzyme IIA component of PTS	frvA	915068	protein-coding		NP_312853.1	148	ECs_4826
NC_002695.2	4892052	4893446		plus	glycoprotein		915069	protein-coding		NP_312854.1	464	ECs_4827
NC_002695.2	4893487	4893801		minus	L-rhamnose mutarotase	rhaM	915070	protein-coding		NP_312855.1	104	ECs_4828
NC_002695.2	4893811	4894635		minus	rhamnulose-1-phosphate aldolase	rhaD	915067	protein-coding		NP_312856.1	274	ECs_4829
NC_002695.2	4894810	4896069		minus	L-rhamnose isomerase	rhaA	915061	protein-coding		NP_312857.1	419	ECs_4830
NC_002695.2	4896066	4897535		minus	rhamnulokinase	rhaB	915063	protein-coding		NP_312858.1	489	ECs_4831
NC_002695.2	4897823	4898659		plus	transcriptional activator	rhaS	915064	protein-coding		NP_312859.1	278	ECs_4832
NC_002695.2	4898643	4899581		plus	transcriptional activator RhaR	rhaR	915065	protein-coding		NP_312860.3	312	ECs_4833
NC_002695.2	4899578	4900612		minus	uncharacterized gene	rhaT	62676141	pseudogene				ECs_5767
NC_002695.2	4900897	4901517		plus	Fe-Mn family superoxide dismutase	sodA	916147	protein-coding		NP_312861.3	206	ECs_4834
NC_002695.2	4901777	4902760		plus	2-keto-3-deoxy-D-gluconate transporter	kdgT	914956	protein-coding		NP_312862.2	327	ECs_4835
NC_002695.2	4902909	4903583		plus	6-N-hydroxylaminopurine resistance protein	yiiM	915037	protein-coding		NP_312863.2	224	ECs_4836
NC_002695.2	4903689	4905062		minus	two-component system sensor histidine kinase CpxA	cpxA	914983	protein-coding		NP_312864.1	457	ECs_4837
NC_002695.2	4905059	4905757		minus	two-component regulatory system response regulator CpxR	cpxR	915041	protein-coding		NP_312865.1	232	ECs_4838
NC_002695.2	4905907	4906407		plus	inhibitor of the cpx response periplasmic adaptor protein	cpxP	915059	protein-coding		NP_312866.2	166	ECs_4839
NC_002695.2	4906556	4907458		plus	ferrous iron and zinc transporter	fieF	915062	protein-coding		NP_312867.1	300	ECs_4840
NC_002695.2	4907639	4908601		plus	6-phosphofructokinase I	pfkA	915060	protein-coding		NP_312868.1	320	ECs_4841
NC_002695.2	4908920	4909909		plus	sulfate transporter subunit	sbp	915053	protein-coding		NP_312869.1	329	ECs_4842
NC_002695.2	4910016	4910771		plus	CDP-diacylglycerol phosphotidylhydrolase	cdh	915054	protein-coding		NP_312870.1	251	ECs_4843
NC_002695.2	4910826	4911593		minus	triosephosphate isomerase	tpiA	915057	protein-coding		NP_312871.1	255	ECs_4844
NC_002695.2	4911701	4912300		minus	hypothetical protein	yiiQ	915058	protein-coding		NP_312872.1	199	ECs_4845
NC_002695.2	4912401	4912841		plus	inner membrane protein	yiiR	915056	protein-coding		NP_312873.1	146	ECs_4846
NC_002695.2	4913053	4913352		plus	hypothetical protein	yiiS	915047	protein-coding		NP_312874.1	99	ECs_4847
NC_002695.2	4913379	4913807		plus	universal stress protein UspD	uspD	915045	protein-coding		NP_312875.1	142	ECs_4848
NC_002695.2	4913812	4914558		minus	ferredoxin-NADP reductase	fpr	915048	protein-coding		NP_312876.1	248	ECs_4849
NC_002695.2	4914655	4915665		minus	fructose 1,6-bisphosphatase II	glpX	915049	protein-coding		NP_312877.1	336	ECs_4850
NC_002695.2	4915895	4917403		minus	glycerol kinase	glpK	915050	protein-coding		NP_312878.1	502	ECs_4851
NC_002695.2	4917426	4918271		minus	glycerol facilitator	glpF	915039	protein-coding		NP_312879.1	281	ECs_4852
NC_002695.2	4918703	4918942		plus	cell division protein ZapB	zapB	915040	protein-coding		NP_312880.2	79	ECs_4853
NC_002695.2	4918981	4919607		minus	hypothetical protein		915043	protein-coding		NP_312881.2	208	ECs_4854
NC_002695.2	4919730	4920404		minus	hypothetical protein		915044	protein-coding		NP_312882.1	224	ECs_4855
NC_002695.2	4920464	4920949		minus	ribonuclease E inhibitor protein	rraA	915029	protein-coding		NP_312883.1	161	ECs_4856
NC_002695.2	4921042	4921968		minus	1,4-dihydroxy-2-naphthoate octaprenyltransferase	menA	915030	protein-coding		NP_312884.1	308	ECs_4857
NC_002695.2	4922035	4923366		minus	molecular chaperone and ATPase component of HslUV protease	hslU	915031	protein-coding		NP_312885.1	443	ECs_4858
NC_002695.2	4923376	4923906		minus	peptidase component of the HslUV protease	hslV	915032	protein-coding		NP_312886.1	176	ECs_4859
NC_002695.2	4923999	4924853		minus	cell division protein FtsN	ftsN	915034	protein-coding		NP_312887.2	284	ECs_4860
NC_002695.2	4925050	4926075		minus	transcriptional regulator	cytR	915035	protein-coding		NP_312888.1	341	ECs_4861
NC_002695.2	4926231	4928429		minus	primosome assembly protein PriA	priA	915025	protein-coding		NP_312889.1	732	ECs_4862
NC_002695.2	4928632	4928844		plus	50S ribosomal subunit protein L31	rpmE	915027	protein-coding		NP_312890.1	70	ECs_4863
NC_002695.2	4929004	4933188		plus	type IV secretion protein Rhs	rhsD	915028	protein-coding		NP_312891.1	1394	ECs_4864
NC_002695.2	4933190	4933426		plus	hypothetical protein		62676142	protein-coding		YP_009502666.1	78	ECs_5768
NC_002695.2	4933479	4933757		plus	hypothetical protein		62676143	protein-coding		YP_009502667.1	92	ECs_5769
NC_002695.2	4934002	4934274		minus	uncharacterized gene		62676144	pseudogene				ECs_5770
NC_002695.2	4934419	4935027		minus	lipid binding hydrolase	yiiX	915023	protein-coding		NP_312893.1	202	ECs_4866
NC_002695.2	4935087	4935404		minus	transcriptional repressor	metJ	915024	protein-coding		NP_312894.1	105	ECs_4867
NC_002695.2	4935681	4936841		plus	cystathionine gamma-synthase	metB	915015	protein-coding		NP_312895.1	386	ECs_4868
NC_002695.2	4936844	4939276		plus	aspartokinase/homoserine dehydrogenase II	metL	915016	protein-coding		NP_312896.1	810	ECs_4869
NC_002695.2	4939625	4940515		plus	5,10-methylenetetrahydrofolate reductase	metF	915018	protein-coding		NP_312897.1	296	ECs_4870
NC_002695.2	4940844	4943024		plus	catalase-peroxidase HPI	katG	915019	protein-coding		NP_312898.1	726	ECs_4871
NC_002695.2	4943118	4944023		plus	hypothetical protein	yijE	915008	protein-coding		NP_312899.2	301	ECs_4872
NC_002695.2	4944050	4944667		minus	hypothetical protein	yijF	915009	protein-coding		NP_312900.1	205	ECs_4873
NC_002695.2	4944941	4946044		minus	glycerol dehydrogenase	gldA	915010	protein-coding		NP_312901.2	367	ECs_4874
NC_002695.2	4946055	4946717		minus	fructose-6-phosphate aldolase 2	fsaB	915012	protein-coding		NP_312902.1	220	ECs_4875
NC_002695.2	4946729	4949230		minus	PTS fructose transporter subunit IIA	frwA	915013	protein-coding		NP_312903.2	833	ECs_4877
NC_002695.2	4949539	4950618		plus	uncharacterized gene	frwC	62676145	pseudogene				ECs_4878
NC_002695.2	4950633	4950953		plus	enzyme IIB component of PTS	frwB	915006	protein-coding		NP_312906.1	106	ECs_4879
NC_002695.2	4951004	4953301		plus	glycine radical domain-containing pyruvate formate-lyase	pflD	915007	protein-coding		NP_312907.1	765	ECs_4880
NC_002695.2	4953267	4954145		plus	formate lyase II activase	pflC	914995	protein-coding		NP_312908.3	292	ECs_4881
NC_002695.2	4954147	4954488		plus	enzyme IIB component of PTS	frwD	914996	protein-coding		NP_312909.1	113	ECs_4882
NC_002695.2	4954475	4955326		minus	AraC family transcriptional activator	yijO	914997	protein-coding		NP_312910.1	283	ECs_4883
NC_002695.2	4955541	4957274		minus	LPS heptose I phosphoethanolamine transferase	eptC	915000	protein-coding		NP_312911.1	577	ECs_4884
NC_002695.2	4957457	4960108		minus	phosphoenolpyruvate carboxylase	ppc	915001	protein-coding		NP_312912.1	883	ECs_4885
NC_002695.2	4960460	4961611		minus	acetylornithine deacetylase	argE	914989	protein-coding		NP_312913.1	383	ECs_4886
NC_002695.2	4961765	4962769		plus	N-acetyl-gamma-glutamyl-phosphate reductase	argC	914990	protein-coding		NP_312914.1	334	ECs_4887
NC_002695.2	4962780	4963553		plus	acetylglutamate kinase	argB	914992	protein-coding		NP_312915.2	257	ECs_4888
NC_002695.2	4963614	4964987		plus	argininosuccinate lyase	argH	914993	protein-coding		NP_312916.1	457	ECs_4889
NC_002695.2	4965254	4966171		plus	oxidative and nitrosative stress transcriptional regulator	oxyR	914984	protein-coding		NP_312917.1	305	ECs_4890
NC_002695.2	4966154	4967554		minus	pyridine nucleotide transhydrogenase	sthA	914986	protein-coding		NP_312918.2	466	ECs_4891
NC_002695.2	4967884	4969050		plus	aminobenzoyl-glutamate utilization protein A	abgA	914987	protein-coding		NP_312919.1	388	ECs_4892
NC_002695.2	4969093	4970409		plus	MFS transporter		914976	protein-coding		NP_312920.1	438	ECs_4893
NC_002695.2	4970459	4971163		plus	transcriptional repressor	fabR	914977	protein-coding		NP_312921.3	234	ECs_4894
NC_002695.2	4971163	4971522		plus	inner membrane protein	yijD	914979	protein-coding		NP_312922.1	119	ECs_4895
NC_002695.2	4971562	4972662		minus	tRNA m(5)U54 methyltransferase	trmA	914980	protein-coding		NP_312923.1	366	ECs_4896
NC_002695.2	4973031	4974875		plus	vitamin B12/cobalamin outer membrane transporter	btuB	914972	protein-coding		NP_312924.1	614	ECs_4897
NC_002695.2	4974820	4975677		plus	glutamate racemase	murI	914973	protein-coding		NP_312925.2	285	ECs_4898
NC_002695.2	4976057	4977594		plus	16S ribosomal RNA	rrsB	62675836	rRNA				ECs_R0017
NC_002695.2	4977681	4977756		plus	tRNA-Glu	gltT	62675837	tRNA				ECs_R0116
NC_002695.2	4977952	4980853		plus	23S ribosomal RNA	rrlB	62675838	rRNA				ECs_R0018
NC_002695.2	4980951	4981061		plus	5S ribosomal RNA	rrfB	62675839	rRNA				ECs_R0019
NC_002695.2	4981201	4982229		plus	UDP-N-acetylenolpyruvoylglucosamine reductase	murB	914964	protein-coding		NP_312926.1	342	ECs_4899
NC_002695.2	4982226	4983191		plus	bifunctional protein BirA	birA	914965	protein-coding		NP_312927.1	321	ECs_4900
NC_002695.2	4983220	4984146		minus	pantothenate kinase	coaA	914967	protein-coding		NP_312928.2	308	ECs_4901
NC_002695.2	4984532	4984607		plus	tRNA-Thr	thrU	62675840	tRNA				ECs_R0117
NC_002695.2	4984616	4984700		plus	tRNA-Tyr	tyrU	62675841	tRNA				ECs_R0118
NC_002695.2	4984817	4984891		plus	tRNA-Gly	glyT	62675842	tRNA				ECs_R0119
NC_002695.2	4984898	4984973		plus	tRNA-Thr	thrT	62675843	tRNA				ECs_R0120
NC_002695.2	4985088	4986272		plus	translation elongation factor EF-Tu 1	tufB	914959	protein-coding		NP_312930.1	394	ECs_4903
NC_002695.2	4986502	4986885		plus	preprotein translocase membrane subunit SecE	secE	914948	protein-coding		NP_312931.1	127	ECs_4904
NC_002695.2	4986887	4987432		plus	transcription termination factor NusG	nusG	914947	protein-coding		NP_312932.1	181	ECs_4905
NC_002695.2	4987591	4988019		plus	50S ribosomal subunit protein L11	rplK	914950	protein-coding		NP_312933.1	142	ECs_4906
NC_002695.2	4988023	4988727		plus	50S ribosomal subunit protein L1	rplA	914949	protein-coding		NP_312934.1	234	ECs_4907
NC_002695.2	4989019	4989516		plus	50S ribosomal subunit protein L10	rplJ	914951	protein-coding		NP_312935.1	165	ECs_4908
NC_002695.2	4989583	4989948		plus	50S ribosomal subunit protein L7/L12	rplL	914954	protein-coding		NP_312936.1	121	ECs_4909
NC_002695.2	4990268	4994296		plus	RNA polymerase beta subunit	rpoB	914942	protein-coding		NP_312937.1	1342	ECs_4910
NC_002695.2	4994373	4998596		plus	RNA polymerase beta prime subunit	rpoC	914941	protein-coding		NP_312938.1	1407	ECs_4911
NC_002695.2	4998809	4999252		plus	stationary phase growth adaptation protein	yjaZ	914944	protein-coding		NP_312939.1	147	ECs_4912
NC_002695.2	4999687	5000820		minus	tyrosine lyase	thiH	914943	protein-coding		NP_312940.1	377	ECs_4913
NC_002695.2	5000817	5001587		minus	thiamine biosynthesis ThiGH complex subunit	thiG	914945	protein-coding		NP_312941.2	256	ECs_4914
NC_002695.2	5001589	5001789		minus	immediate sulfur donor in thiazole formation	thiS	62675844	protein-coding		YP_009502668.1	66	ECs_5771
NC_002695.2	5001773	5002528		minus	adenylyltransferase	thiF	914934	protein-coding		NP_312942.2	251	ECs_4915
NC_002695.2	5002521	5003156		minus	thiamine phosphate synthase	thiE	914936	protein-coding		NP_312943.1	211	ECs_4916
NC_002695.2	5003156	5005051		minus	phosphomethylpyrimidine synthase	thiC	914937	protein-coding		NP_312944.1	631	ECs_4917
NC_002695.2	5005284	5005760		minus	anti-RNA polymerase sigma 70 factor	rsd	914938	protein-coding		NP_312945.1	158	ECs_4918
NC_002695.2	5005855	5006628		plus	NADH pyrophosphatase	nudC	914939	protein-coding		NP_312946.1	257	ECs_4919
NC_002695.2	5006668	5007732		plus	uroporphyrinogen decarboxylase	hemE	914940	protein-coding		NP_312947.1	354	ECs_4920
NC_002695.2	5007742	5008413		plus	endonuclease V	nfi	914931	protein-coding		NP_312948.1	223	ECs_4921
NC_002695.2	5008456	5009046		plus	hypothetical protein	yjaG	914932	protein-coding		NP_312949.1	196	ECs_4922
NC_002695.2	5009233	5009505		plus	transcriptional regulator HU subunit alpha	hupA	914933	protein-coding		NP_312950.1	90	ECs_4923
NC_002695.2	5009578	5010213		plus	lipoprotein	yjaH	914935	protein-coding		NP_312951.2	211	ECs_4924
NC_002695.2	5010215	5010640		minus	Zn-dependent periplasmic chaperone	zraP	915713	protein-coding		NP_312952.2	141	ECs_4925
NC_002695.2	5010878	5012254		plus	two-component system sensor histidine kinase ZraS	zraS	916224	protein-coding		NP_312953.1	458	ECs_4926
NC_002695.2	5012251	5013576		plus	transcriptional regulatory protein ZraR	zraR	916250	protein-coding		NP_312954.1	441	ECs_4927
NC_002695.2	5013573	5014862		minus	phosphoribosylglycinamide synthetase phosphoribosylamine-glycine ligase	purD	914922	protein-coding		NP_312955.1	429	ECs_4928
NC_002695.2	5014874	5016463		minus	IMP cyclohydrolase and phosphoribosylaminoimidazolecarboxamide formyltransferase	purH	914853	protein-coding		NP_312956.1	529	ECs_4929
NC_002695.2	5017083	5018620		plus	16S ribosomal RNA	rrsE	62675845	rRNA				ECs_R0020
NC_002695.2	5018707	5018782		plus	tRNA-Glu	gltV	62675846	tRNA				ECs_R0121
NC_002695.2	5018978	5021879		plus	23S ribosomal RNA	rrlE	62675847	rRNA				ECs_R0021
NC_002695.2	5021977	5022087		plus	5S ribosomal RNA	rrfE	62675848	rRNA				ECs_R0022
NC_002695.2	5022207	5022650		minus	acetyltransferase	yjaB	916435	protein-coding		NP_312957.1	147	ECs_4930
NC_002695.2	5022807	5023736		plus	homoserine O-transsuccinylase	metA	914846	protein-coding		NP_312958.1	309	ECs_4931
NC_002695.2	5024005	5025606		plus	malate synthase A	aceB	914847	protein-coding		NP_312959.1	533	ECs_4932
NC_002695.2	5025636	5026940		plus	isocitrate lyase	aceA	914848	protein-coding		NP_312960.1	434	ECs_4933
NC_002695.2	5027124	5028860		plus	isocitrate dehydrogenase kinase/phosphatase	aceK	914849	protein-coding		NP_312961.1	578	ECs_4934
NC_002695.2	5028829	5031015		minus	T3SS effector-like protein EspL	espL4	914850	protein-coding		NP_312962.1	728	ECs_4935
NC_002695.2	5031332	5032156		minus	transcriptional repressor	iclR	914851	protein-coding		NP_312963.2	274	ECs_4936
NC_002695.2	5032356	5036039		plus	homocysteine-N5-methyltetrahydrofolate transmethylase	metH	914852	protein-coding		NP_312964.1	1227	ECs_4937
NC_002695.2	5036259	5037890		plus	Na+/Pi-cotransporter	yjbB	914841	protein-coding		NP_312965.1	543	ECs_4938
NC_002695.2	5037981	5038670		minus	dipeptidase E	pepE	914842	protein-coding		NP_312966.1	229	ECs_4939
NC_002695.2	5039053	5040282		minus	L-sorbose 1-phosphate dehydrogenase	sorE	914844	protein-coding		NP_312968.1	409	ECs_4941
NC_002695.2	5040334	5040987		minus	uncharacterized gene	sorM	62675849	pseudogene				ECs_4942
NC_002695.2	5041220	5041750		minus	regulatory protein		914837	protein-coding		NP_312970.1	176	ECs_4943
NC_002695.2	5041941	5042189		plus	DNA-binding protein		914838	protein-coding		NP_312971.1	82	ECs_4944
NC_002695.2	5042191	5044281		plus	DNA transposition protein		914839	protein-coding		NP_312972.1	696	ECs_4945
NC_002695.2	5044352	5045284		plus	DNA transposition protein		914840	protein-coding		NP_312973.1	310	ECs_4946
NC_002695.2	5045287	5045508		plus	hypothetical protein		914833	protein-coding		NP_312974.1	73	ECs_4947
NC_002695.2	5045521	5045775		plus	hypothetical protein		914834	protein-coding		NP_312975.1	84	ECs_4948
NC_002695.2	5045777	5046058		plus	host nuclease inhibitor protein		914835	protein-coding		NP_312976.1	93	ECs_4949
NC_002695.2	5046055	5046327		plus	hypothetical protein		914836	protein-coding		NP_312977.1	90	ECs_4950
NC_002695.2	5046332	5046625		plus	hypothetical protein		914827	protein-coding		NP_312978.1	97	ECs_4951
NC_002695.2	5046637	5047167		plus	host-nuclease inhibitor protein		914828	protein-coding		NP_312979.1	176	ECs_4952
NC_002695.2	5047265	5047807		plus	hypothetical protein		914830	protein-coding		NP_312980.1	180	ECs_4953
NC_002695.2	5047811	5048344		plus	hypothetical protein		914831	protein-coding		NP_312981.1	177	ECs_4954
NC_002695.2	5048344	5048859		plus	hypothetical protein		914832	protein-coding		NP_312982.1	171	ECs_4955
NC_002695.2	5048863	5049414		plus	hypothetical protein		914821	protein-coding		NP_312983.2	183	ECs_4956
NC_002695.2	5049411	5049596		plus	hypothetical protein		62675850	protein-coding		YP_009502669.1	61	ECs_5772
NC_002695.2	5049635	5049967		plus	hypothetical protein		914823	protein-coding		NP_312984.2	110	ECs_4957
NC_002695.2	5049960	5050157		plus	hypothetical protein		914825	protein-coding		NP_312985.1	65	ECs_4958
NC_002695.2	5050147	5050443		plus	hypothetical protein		914826	protein-coding		NP_312986.1	98	ECs_4959
NC_002695.2	5050440	5050949		plus	phage regluatory protein		914329	protein-coding		NP_312987.1	169	ECs_4960
NC_002695.2	5051019	5051444		plus	positive regulator of late transcription protein		914606	protein-coding		NP_312988.1	141	ECs_4961
NC_002695.2	5051516	5052016		plus	phage lysozyme		914735	protein-coding		NP_312989.1	166	ECs_4962
NC_002695.2	5052051	5052479		plus	endopeptidase		914991	protein-coding		NP_312990.2	142	ECs_4963
NC_002695.2	5052691	5052918		plus	RNA polymerase-binding transcription factor		914966	protein-coding		NP_312992.1	75	ECs_4965
NC_002695.2	5052899	5053207		plus	hypothetical protein		914969	protein-coding		NP_312993.1	102	ECs_4966
NC_002695.2	5053204	5053494		plus	hypothetical protein		914988	protein-coding		NP_312994.1	96	ECs_4967
NC_002695.2	5053497	5054078		plus	hypothetical protein		914975	protein-coding		NP_312995.1	193	ECs_4968
NC_002695.2	5054078	5055742		plus	DNA packaging protein		914978	protein-coding		NP_312996.1	554	ECs_4969
NC_002695.2	5055742	5057331		plus	portal protein		914981	protein-coding		NP_312997.2	529	ECs_4970
NC_002695.2	5057315	5058640		plus	phage head morphogenesis protein		914985	protein-coding		NP_312998.1	441	ECs_4971
NC_002695.2	5058759	5059232		plus	phage morphogenesis protein		914960	protein-coding		NP_312999.1	157	ECs_4972
NC_002695.2	5059409	5060533		plus	protease/scaffold protein		914962	protein-coding		NP_313000.1	374	ECs_4973
NC_002695.2	5060533	5061480		plus	phage major head subunit		914958	protein-coding		NP_313001.1	315	ECs_4974
NC_002695.2	5061524	5061910		plus	DNA processing protein		915717	protein-coding		NP_313002.1	128	ECs_4975
NC_002695.2	5061907	5062326		plus	hypothetical protein		915728	protein-coding		NP_313003.1	139	ECs_4976
NC_002695.2	5062323	5062883		plus	phage structural protein		914946	protein-coding		NP_313004.1	186	ECs_4977
NC_002695.2	5062884	5063129		plus	phage structural protein		914952	protein-coding		NP_313005.1	81	ECs_4978
NC_002695.2	5063126	5064628		plus	phage tail sheath protein		914953	protein-coding		NP_313006.1	500	ECs_4979
