Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NT_037436.4	3257878	3268184	3L	plus	cracked	ckd	38402	protein-coding	NM_139539.2	NP_647796.2	140	Dmel_CG14959
NT_037436.4	3268461	3268994	3L	plus	uncharacterized protein	CG34265	5740186	protein-coding	NM_001104021.3	NP_001097491.1	112	Dmel_CG34265
NT_037436.4	3271036	3276255	3L	plus	uncharacterized protein	CG14960	38403	protein-coding	NM_139540.3	NP_647797.1	331	Dmel_CG14960
NT_037436.4	3280239	3290896	3L	plus	uncharacterized protein, isoform A	CG12017	38404	protein-coding	NM_139541.3	NP_647798.1	594	Dmel_CG12017
NT_037436.4	3291459	3299000	3L	plus	uncharacterized protein, isoform A	CG12009	38405	protein-coding	NM_139542.3	NP_647799.1	905	Dmel_CG12009
NT_037436.4	3299055	3299151	3L	plus	mir-955 stem loop	mir-955	12798577	miRNA	NR_048221.1			Dmel_CR42976
NT_037436.4	3299336	3303112	3L	minus	uncharacterized protein, isoform B	CG14968	38406	protein-coding	NM_139543.3	NP_647800.1	199	Dmel_CG14968
NT_037436.4	3303708	3314009	3L	plus	Zinc transporter 63C	ZnT63C	38407	protein-coding	NM_139544.3	NP_647801.1	449	Dmel_CG17723
NT_037436.4	3314349	3314681	3L	plus	Drosomycin-like 2	Drsl2	38408	protein-coding	NM_168019.4	NP_728860.2	70	Dmel_CG32279
NT_037436.4	3314996	3315355	3L	plus	Drosomycin-like 3	Drsl3	317955	protein-coding	NM_168020.3	NP_728861.1	71	Dmel_CG32283
NT_037436.4	3315620	3315942	3L	plus	Drosomycin-like 4	Drsl4	317954	protein-coding	NM_168021.3	NP_728862.1	71	Dmel_CG32282
NT_037436.4	3316781	3317144	3L	plus	Drosomycin-like 5	Drsl5	38409	protein-coding	NM_139546.3	NP_647803.1	69	Dmel_CG10812
NT_037436.4	3318028	3319232	3L	minus	Phosphatidylinositol glycan anchor biosynthesis class C	PIG-C	38410	protein-coding	NM_139547.2	NP_647804.2	286	Dmel_CG12077
NT_037436.4	3319555	3322489	3L	plus	uncharacterized protein, isoform A	CG12016	38411	protein-coding	NM_139548.4	NP_647805.1	323	Dmel_CG12016
NT_037436.4	3319555	3322489	3L	plus	Dolichyl-phosphate mannosyltransferase subunit 2	Dpm2	8674033	protein-coding	NM_001169867.2	NP_001163338.1	81	Dmel_CG42456
NT_037436.4	3322025	3328871	3L	minus	Striatin interacting protein	Strip	38412	protein-coding	NM_139549.2	NP_647806.2	927	Dmel_CG11526
NT_037436.4	3326265	3328626	3L	plus	Glutathione peroxidase homolog with thioredoxin peroxidase activity	Gtpx	38413	protein-coding	NM_168024.2	NP_728868.1	198	Dmel_CG12013
NT_037436.4	3329281	3329597	3L	plus	long non-coding RNA:CR45380	lncRNA:CR45380	19835806	lncRNA	NR_124770.1			Dmel_CR45380
NT_037436.4	3330063	3333181	3L	plus	uncharacterized protein	CG14961	38414	protein-coding	NM_139551.3	NP_647808.1	914	Dmel_CG14961
NT_037436.4	3333119	3334978	3L	minus	uncharacterized protein	CG14969	38415	protein-coding	NM_139552.3	NP_647809.3	315	Dmel_CG14969
NT_037436.4	3335579	3335788	3L	minus	Drosomycin-like 1	Drsl1	326207	protein-coding	NM_168027.1	NP_728872.1	69	Dmel_CG32274
NT_037436.4	3336032	3336418	3L	minus	Drosomycin-like 6	Drsl6	38416	protein-coding	NM_168028.2	NP_728873.1	72	Dmel_CG32268
NT_037436.4	3336860	3368133	3L	plus	karst	kst	38418	protein-coding	NM_079176.3	NP_523900.1	4097	Dmel_CG12008
NT_037436.4	3369556	3369942	3L	plus	Drosomycin	Drs	38419	protein-coding	NM_079177.4	NP_523901.1	70	Dmel_CG10810
NT_037436.4	3370451	3374170	3L	minus	YTH domain containing 1	Ythdc1	38420	protein-coding	NM_139554.4	NP_647811.2	721	Dmel_CG12076
NT_037436.4	3374282	3376649	3L	plus	uncharacterized protein	CG12010	38421	protein-coding	NM_168030.2	NP_728878.1	717	Dmel_CG12010
NT_037436.4	3376757	3377992	3L	plus	uncharacterized protein, isoform A	CG12012	38422	protein-coding	NM_139556.2	NP_647813.1	122	Dmel_CG12012
NT_037436.4	3378268	3380083	3L	plus	Iduronate 2-sulfatase	Ids	38423	protein-coding	NM_139557.2	NP_647814.1	512	Dmel_CG12014
NT_037436.4	3394088	3394607	3L	plus	long non-coding RNA:CR45737	lncRNA:CR45737	19835496	lncRNA	NR_124771.1			Dmel_CR45737
NT_037436.4	3401153	3424935	3L	minus	sprouty	sty	38424	protein-coding	NM_079178.3	NP_523902.2	589	Dmel_CG1921
NT_037436.4	3412145	3412251	3L	minus	mir-2282 stem loop	mir-2282	12798578	miRNA	NR_048223.1			Dmel_CR42967
NT_037436.4	3428658	3460977	3L	minus	eukaryotic translation initiation factor 5B	eIF5B	44261	protein-coding	NM_143717.3	NP_651974.1	1144	Dmel_CG10840
NT_037436.4	3461315	3466314	3L	plus	uncharacterized protein	CG46463	54520453	protein-coding	NM_001382167.1	NP_001369037.1	92	Dmel_CG46463
NT_037436.4	3461317	3466314	3L	plus	armitage	armi	38427	protein-coding	NM_139559.4	NP_647816.2	1188	Dmel_CG11513
NT_037436.4	3466428	3468098	3L	plus	Cyclin J	CycJ	38428	protein-coding	NM_079179.3	NP_523903.1	386	Dmel_CG10308
NT_037436.4	3468023	3471309	3L	minus	uncharacterized protein	CG14971	38429	protein-coding	NM_139560.4	NP_647817.2	469	Dmel_CG14971
NT_037436.4	3471555	3472113	3L	minus	uncharacterized protein	CG32267	317946	protein-coding	NM_168032.2	NP_728885.1	49	Dmel_CG32267
NT_037436.4	3472447	3510895	3L	plus	uncharacterized protein, isoform F	CG42324	38430	protein-coding	NM_139561.3	NP_647818.3	249	Dmel_CG42324
NT_037436.4	3483832	3484653	3L	minus	uncharacterized protein	CG43074	12798579	protein-coding	NM_001259675.2	NP_001246604.1	182	Dmel_CG43074
NT_037436.4	3510974	3512681	3L	minus	Ecdysone-inducible gene E2	ImpE2	38432	protein-coding	NM_057232.5	NP_476580.1	466	Dmel_CG1934
NT_037436.4	3515751	3610521	3L	plus	Ecdysone-induced protein 63E	Eip63E	38433	protein-coding	NM_079180.4	NP_523904.1	522	Dmel_CG10579
NT_037436.4	3522850	3523620	3L	minus	long non-coding RNA:CR45043	lncRNA:CR45043	19835992	lncRNA	NR_124772.1			Dmel_CR45043
NT_037436.4	3555631	3556299	3L	minus	long non-coding RNA:CR45820	lncRNA:CR45820	26067148	lncRNA	NR_133166.1			Dmel_CR45820
NT_037436.4	3593823	3593893	3L	plus	small nuclear RNA U7	snRNA:U7	3772175	snRNA	NR_002270.1			Dmel_CR33504
NT_037436.4	3612192	3615244	3L	plus	uncharacterized protein, isoform G	CG10359	38434	protein-coding	NM_001144409.2	NP_001137881.1	459	Dmel_CG10359
NT_037436.4	3615382	3616682	3L	plus	uncharacterized protein	CG10357	38435	protein-coding	NM_139564.2	NP_647821.2	321	Dmel_CG10357
NT_037436.4	3620433	3621032	3L	minus	uncharacterized protein, isoform A	CG14974	50167	protein-coding	NM_144075.3	NP_652332.1	126	Dmel_CG14974
NT_037436.4	3626352	3653442	3L	plus	dendritic arbor reduction 1	dar1	38436	protein-coding	NM_001104023.2	NP_001097493.1	751	Dmel_CG12029
NT_037436.4	3653405	3654771	3L	minus	uncharacterized protein	CG10862	38437	protein-coding	NM_139566.2	NP_647823.1	354	Dmel_CG10862
NT_037436.4	3659068	3659724	3L	plus	uncharacterized protein	CG43098	12798585	protein-coding	NM_001259676.2	NP_001246605.1	160	Dmel_CG43098
NT_037436.4	3688786	3689409	3L	plus	long non-coding RNA:CR43484	lncRNA:CR43484	12798586	lncRNA	NR_048225.1			Dmel_CR43484
NT_037436.4	3693752	3694227	3L	minus	long non-coding RNA:CR43485	lncRNA:CR43485	12798587	lncRNA	NR_048227.2			Dmel_CR43485
NT_037436.4	3708563	3708997	3L	plus	long non-coding RNA:CR45675	lncRNA:CR45675	19835106	lncRNA	NR_124773.1			Dmel_CR45675
NT_037436.4	3714027	3714717	3L	plus	uncharacterized protein, isoform B	CG43089	12798588	protein-coding	NM_001259677.1	NP_001246606.1	144	Dmel_CG43089
NT_037436.4	3714826	3806459	3L	minus	uncharacterized protein, isoform I	CG32264	38438	protein-coding	NM_168037.2	NP_728896.1	937	Dmel_CG32264
NT_037436.4	3753693	3755201	3L	minus	pickpocket 27	ppk27	38440	protein-coding	NM_139569.2	NP_647826.2	422	Dmel_CG10858
NT_037436.4	3790804	3791560	3L	plus	uncharacterized protein	CG32266	317945	protein-coding	NM_168040.2	NP_728900.1	77	Dmel_CG32266
NT_037436.4	3803832	3806459	3L	minus	nutcracker	ntc	38443	protein-coding	NM_139572.3	NP_647829.1	314	Dmel_CG10855
NT_037436.4	3806710	3809090	3L	plus	Integrator 10	IntS10	38444	protein-coding	NM_139573.2	NP_647830.1	631	Dmel_CG1120
NT_037436.4	3809146	3810196	3L	minus	uncharacterized protein	CG32262	38445	protein-coding	NM_139574.4	NP_647831.1	273	Dmel_CG32262
NT_037436.4	3810312	3811114	3L	minus	uncharacterized protein	CG32263	317944	protein-coding	NM_168041.2	NP_728903.1	206	Dmel_CG32263
NT_037436.4	3811263	3813958	3L	plus	Phosphatidylinositol glycan anchor biosynthesis class B	PIG-B	38446	protein-coding	NM_139575.3	NP_647832.1	561	Dmel_CG12006
NT_037436.4	3814211	3818383	3L	plus	Succinyl-coenzyme A synthetase alpha subunit 1	Scsalpha1	38447	protein-coding	NM_079181.4	NP_523905.2	328	Dmel_CG1065
NT_037436.4	3814698	3815240	3L	minus	long non-coding RNA:CR43932	lncRNA:CR43932	14462827	lncRNA	NR_073910.1			Dmel_CR43932
NT_037436.4	3815442	3815758	3L	minus	long non-coding RNA:CR45034	lncRNA:CR45034	19835377	lncRNA	NR_124774.1			Dmel_CR45034
NT_037436.4	3815839	3816354	3L	minus	Accessory gland protein 63F	Acp63F	38448	protein-coding	NM_079182.3	NP_523906.2	81	Dmel_CG10852
NT_037436.4	3818679	3842326	3L	plus	encore	enc	44543	protein-coding	NM_080026.3	NP_524765.2	1818	Dmel_CG10847
NT_037436.4	3825449	3828525	3L	plus	Red herring	Rdh	2769007	protein-coding	NM_206271.2	NP_995993.1	47	Dmel_CG14975
NT_037436.4	3846206	3861692	3L	plus	Arrowhead	Awh	38451	protein-coding	NM_079183.3	NP_523907.2	214	Dmel_CG1072
NT_037436.4	3863704	3864424	3L	minus	long non-coding RNA:CR45379	lncRNA:CR45379	19835071	lncRNA	NR_124775.1			Dmel_CR45379
NT_037436.4	3884481	3884801	3L	minus	long non-coding RNA:CR43917	lncRNA:CR43917	14462828	lncRNA	NR_073911.1			Dmel_CR43917
NT_037436.4	3891646	3891963	3L	minus	long non-coding RNA:CR45422	lncRNA:CR45422	19836176	lncRNA	NR_124776.1			Dmel_CR45422
NT_037436.4	3892574	3894833	3L	plus	Fire exit	Fie	38452	protein-coding	NM_133165.2	NP_573393.1	250	Dmel_CG1079
NT_037436.4	3893056	3893330	3L	minus	small nuclear RNA U11	snRNA:U11	4379906	snRNA	NR_003121.1			Dmel_CR34151
NT_037436.4	3894999	3896603	3L	minus	Gustatory receptor 63a	Gr63a	38453	protein-coding	NM_001144411.1	NP_001137883.1	489	Dmel_CG14979
NT_037436.4	3896900	3897498	3L	plus	Late endosomal/lysosomal adaptor, MAPK and MTOR activator 4	Lamtor4	38454	protein-coding	NM_139577.3	NP_647834.3	120	Dmel_CG14977
NT_037436.4	3897444	3899156	3L	minus	Caffeine, calcium, zinc sensitivity 1	Ccz1	38455	protein-coding	NM_139578.3	NP_647835.1	485	Dmel_CG14980
NT_037436.4	3899259	3903184	3L	minus	Ubiquitin-63E	Ubi-p63E	38456	protein-coding	NM_079185.4	NP_523909.2	763	Dmel_CG11624
NT_037436.4	3903492	3905035	3L	plus	Sc2	Sc2	38457	protein-coding	NM_139579.3	NP_647836.2	302	Dmel_CG10849
NT_037436.4	3905344	3907813	3L	plus	imaginal discs arrested	ida	45574	protein-coding	NM_139580.3	NP_647837.2	777	Dmel_CG10850
NT_037436.4	3907852	3909931	3L	minus	maggie	mge	38459	protein-coding	NM_079186.4	NP_523910.1	148	Dmel_CG14981
NT_037436.4	3909973	3935617	3L	minus	Ecdysone-induced protein 63F 1	Eip63F-1	47878	protein-coding	NM_080163.4	NP_524902.2	193	Dmel_CG15855
NT_037436.4	3934718	3935992	3L	plus	antisense RNA:Ecdysone-induced gene 63F 2	asRNA:Eig63F-2	4379905	antisense_RNA	NR_003122.1			Dmel_CR32265
NT_037436.4	3936060	3937992	3L	minus	uncharacterized protein, isoform A	CG10866	38461	protein-coding	NM_139581.3	NP_647838.1	224	Dmel_CG10866
NT_037436.4	3938624	3940125	3L	minus	uncharacterized protein	CG12766	38462	protein-coding	NM_139582.3	NP_647839.1	320	Dmel_CG12766
NT_037436.4	3940519	3941301	3L	plus	antisense RNA:CR43916	asRNA:CR43916	14462829	antisense_RNA	NR_073912.1			Dmel_CR43916
NT_037436.4	3941008	3942465	3L	minus	uncharacterized protein	CG10863	38463	protein-coding	NM_139583.4	NP_647840.1	316	Dmel_CG10863
NT_037436.4	3942710	3947278	3L	plus	uncharacterized protein, isoform B	CG14982	38464	protein-coding	NM_139584.2	NP_647841.1	773	Dmel_CG14982
NT_037436.4	3947891	3948687	3L	plus	uncharacterized protein	CG10853	38465	protein-coding	NM_139585.3	NP_647842.1	155	Dmel_CG10853
NT_037436.4	3948699	3949305	3L	minus	uncharacterized protein	CG14983	38466	protein-coding	NM_139586.3	NP_647843.1	163	Dmel_CG14983
NT_037436.4	3951193	3952550	3L	minus	uncharacterized protein, isoform B	CG14984	38467	protein-coding	NM_139587.3	NP_647844.2	115	Dmel_CG14984
NT_037436.4	3954251	3964771	3L	minus	uncharacterized protein, isoform B	CG12605	38468	protein-coding	NM_139588.4	NP_647845.2	619	Dmel_CG12605
NT_037436.4	3972899	3973784	3L	plus	uncharacterized protein	CG43915	14462830	protein-coding	NM_001274460.1	NP_001261389.1	105	Dmel_CG43915
NT_037436.4	3983896	3994003	3L	plus	scratch	scrt	38469	protein-coding	NM_079187.5	NP_523911.2	653	Dmel_CG1130
NT_037436.4	4003474	4006626	3L	plus	uncharacterized protein, isoform B	CG14985	38470	protein-coding	NM_139589.3	NP_647846.2	241	Dmel_CG14985
NT_037436.4	4018878	4021279	3L	plus	Forkhead box L1	FoxL1	38471	protein-coding	NM_079188.3	NP_523912.1	365	Dmel_CG1132
NT_037436.4	4021457	4023501	3L	plus	Mitochondrial E3 ubiquitin protein ligase 1	Mul1	38472	protein-coding	NM_139590.4	NP_647847.1	338	Dmel_CG1134
NT_037436.4	4022700	4026011	3L	minus	uncharacterized protein, isoform D	CG11594	38473	protein-coding	NM_139591.4	NP_647848.2	548	Dmel_CG11594
NT_037436.4	4026769	4028600	3L	plus	Gustatory receptor 64a	Gr64a	117481	protein-coding	NM_168048.2	NP_728920.1	456	Dmel_CG32261
NT_037436.4	4028605	4032032	3L	plus	Gustatory receptor 64b	Gr64b	117480	protein-coding	NM_168049.2	NP_728921.1	406	Dmel_CG32257
NT_037436.4	4028605	4032032	3L	plus	Gustatory receptor 64c	Gr64c	117479	protein-coding	NM_079189.4	NP_523913.2	419	Dmel_CG32256
NT_037436.4	4032062	4035703	3L	plus	Gustatory receptor 64d	Gr64d	3772638	protein-coding	NM_168050.3	NP_728922.2	353	Dmel_CG14987
NT_037436.4	4032141	4035703	3L	plus	Gustatory receptor 64e	Gr64e	3771916	protein-coding	NM_168051.3	NP_728923.2	451	Dmel_CG32258
NT_037436.4	4034030	4034750	3L	minus	antisense RNA:CR45042	asRNA:CR45042	19834798	antisense_RNA	NR_124777.1			Dmel_CR45042
NT_037436.4	4035799	4037575	3L	plus	Gustatory receptor 64f	Gr64f	117477	protein-coding	NM_168052.3	NP_728924.2	469	Dmel_CG32255
NT_037436.4	4037523	4040482	3L	minus	uncharacterized protein, isoform B	CG11593	38477	protein-coding	NM_139594.2	NP_647851.3	484	Dmel_CG11593
NT_037436.4	4040529	4042597	3L	plus	Reduction in Cnn dots 5	Rcd5	38478	protein-coding	NM_139595.3	NP_647852.1	578	Dmel_CG1135
NT_037436.4	4046596	4059660	3L	plus	uncharacterized protein	CG1136	38479	protein-coding	NM_139596.3	NP_647853.1	458	Dmel_CG1136
NT_037436.4	4046988	4047735	3L	minus	Dpy-30-like 2	Dpy-30L2	38480	protein-coding	NM_139597.2	NP_647854.1	98	Dmel_CG11591
NT_037436.4	4059770	4061923	3L	plus	UDP-glycosyltransferase family 305 member A1	Ugt305A1	59217	protein-coding	NM_144446.2	NP_652703.1	583	Dmel_CG18869
NT_037436.4	4062292	4064551	3L	plus	disembodied	dib	45282	protein-coding	NM_080071.3	NP_524810.2	489	Dmel_CG12028
NT_037436.4	4064152	4071717	3L	minus	wishful thinking	wit	44096	protein-coding	NM_079953.4	NP_524692.3	903	Dmel_CG10776
NT_037436.4	4069369	4070281	3L	plus	uncharacterized protein, isoform D	CG32259	317942	protein-coding	NM_168054.2	NP_728929.2	163	Dmel_CG32259
NT_037436.4	4072032	4073954	3L	minus	Fumarylacetoacetase	Faa	45577	protein-coding	NM_080091.4	NP_524830.2	417	Dmel_CG14993
NT_037436.4	4074077	4088744	3L	minus	Glutamic acid decarboxylase 1	Gad1	38484	protein-coding	NM_079190.3	NP_523914.2	510	Dmel_CG14994
NT_037436.4	4087581	4092706	3L	plus	uncharacterized protein, isoform D	CG14989	38485	protein-coding	NM_139598.4	NP_647855.3	246	Dmel_CG14989
NT_037436.4	4093207	4094344	3L	plus	uncharacterized protein	CG14990	38486	protein-coding	NM_139599.2	NP_647856.2	322	Dmel_CG14990
NT_037436.4	4094343	4103256	3L	minus	uncharacterized protein, isoform H	CG14995	38487	protein-coding	NM_139600.4	NP_647857.3	389	Dmel_CG14995
NT_037436.4	4103564	4107116	3L	plus	Fermitin 1	Fit1	38488	protein-coding	NM_139601.4	NP_647858.2	708	Dmel_CG14991
NT_037436.4	4107143	4107470	3L	minus	long non-coding RNA:CR45670	lncRNA:CR45670	19835757	lncRNA	NR_124778.1			Dmel_CR45670
NT_037436.4	4108186	4114157	3L	plus	Activated Cdc42 kinase	Ack	38489	protein-coding	NM_139602.3	NP_647859.1	1073	Dmel_CG14992
NT_037436.4	4114289	4122388	3L	minus	Chd64, isoform B	Chd64	38490	protein-coding	NM_139603.3	NP_647860.1	188	Dmel_CG14996
NT_037436.4	4122907	4134550	3L	minus	ensconsin	ens	38491	protein-coding	NM_139604.2	NP_647861.2	833	Dmel_CG14998
NT_037436.4	4134860	4136038	3L	minus	Replication factor C subunit 4	RfC4	38492	protein-coding	NM_079191.3	NP_523915.1	331	Dmel_CG14999
NT_037436.4	4136359	4138996	3L	minus	Ras opposite	Rop	38493	protein-coding	NM_079192.3	NP_523916.2	597	Dmel_CG15811
NT_037436.4	4139076	4141398	3L	plus	Ras oncogene at 64B	Ras64B	38494	protein-coding	NM_079193.4	NP_523917.2	192	Dmel_CG1167
NT_037436.4	4141467	4142070	3L	plus	Adipokinetic hormone	Akh	38495	protein-coding	NM_079194.2	NP_523918.1	79	Dmel_CG1171
NT_037436.4	4142364	4145966	3L	plus	uncharacterized protein, isoform A	CG32260	317943	protein-coding	NM_168065.2	NP_728942.1	575	Dmel_CG32260
NT_037436.4	4148696	4152473	3L	plus	uncharacterized protein, isoform A	CG1299	38496	protein-coding	NM_139605.2	NP_647862.1	511	Dmel_CG1299
NT_037436.4	4153618	4160932	3L	minus	nab, isoform C	nab	3346237	protein-coding	NM_001014557.2	NP_001014557.3	625	Dmel_CG33545
NT_037436.4	4161666	4167464	3L	minus	masquerade	mas	38499	protein-coding	NM_079195.3	NP_523919.1	1047	Dmel_CG15002
NT_037436.4	4168239	4168846	3L	minus	long non-coding RNA:CR44529	lncRNA:CR44529	19836013	lncRNA	NR_124779.1			Dmel_CR44529
NT_037436.4	4170404	4173789	3L	plus	Endoplasmic reticulum oxidoreductin-1-like	Ero1L	38500	protein-coding	NM_139608.4	NP_647865.2	483	Dmel_CG1333
NT_037436.4	4173884	4192968	3L	plus	uncharacterized protein	CG18675	50169	protein-coding	NM_144077.3	NP_652334.2	291	Dmel_CG18675
NT_037436.4	4174859	4178270	3L	minus	tipE homolog 4	Teh4	38501	protein-coding	NM_139609.2	NP_647866.2	524	Dmel_CG15003
NT_037436.4	4178980	4188023	3L	minus	tipE homolog 2	Teh2	38502	protein-coding	NM_139610.4	NP_647867.1	309	Dmel_CG15004
NT_037436.4	4182645	4184663	3L	minus	tipE homolog 3	Teh3	50170	protein-coding	NM_144078.2	NP_652335.1	448	Dmel_CG18676
NT_037436.4	4186018	4186865	3L	minus	Vacuolar H[+] ATPase M9.7 subunit c	VhaM9.7-c	38503	protein-coding	NM_139611.3	NP_647868.1	84	Dmel_CG11589
NT_037436.4	4188499	4193788	3L	plus	temperature-induced paralytic E	tipE	38504	protein-coding	NM_079196.3	NP_523920.1	452	Dmel_CG1232
NT_037436.4	4193993	4224003	3L	plus	uncharacterized protein, isoform D	CG43367	38505	protein-coding	NM_139612.3	NP_647869.3	2712	Dmel_CG43367
NT_037436.4	4200825	4204339	3L	minus	uncharacterized protein	CG15005	38506	protein-coding	NM_139613.3	NP_647870.1	750	Dmel_CG15005
NT_037436.4	4207838	4209178	3L	minus	Cuticular protein 64Aa	Cpr64Aa	38508	protein-coding	NM_139615.3	NP_647872.1	192	Dmel_CG15006
NT_037436.4	4210880	4211540	3L	minus	Cuticular protein 64Ab	Cpr64Ab	38509	protein-coding	NM_139616.3	NP_647873.2	120	Dmel_CG15007
NT_037436.4	4211964	4212915	3L	minus	Cuticular protein 64Ac	Cpr64Ac	38510	protein-coding	NM_139617.2	NP_647874.1	188	Dmel_CG15008
NT_037436.4	4215379	4216414	3L	plus	Cuticular protein 64Ad	Cpr64Ad	38511	protein-coding	NM_139618.4	NP_647875.1	247	Dmel_CG1259
NT_037436.4	4221704	4222734	3L	minus	antisense RNA:CR32252	asRNA:CR32252	12798359	antisense_RNA	NR_048228.1			Dmel_CR32252
NT_037436.4	4224006	4236147	3L	minus	Ecdysone-inducible gene L2	ImpL2	38513	protein-coding	NM_079197.5	NP_523921.3	266	Dmel_CG15009
NT_037436.4	4224710	4227302	3L	minus	uncharacterized protein	CG46460	54520451	protein-coding	NM_001382165.1	NP_001369038.1	31	Dmel_CG46460
NT_037436.4	4240069	4240505	3L	minus	antisense RNA:CR45738	asRNA:CR45738	19835463	antisense_RNA	NR_124780.1			Dmel_CR45738
NT_037436.4	4240173	4242603	3L	plus	Sulfide quinone oxidoreductase	Sqor	38514	protein-coding	NM_139620.2	NP_647877.1	457	Dmel_CG14997
NT_037436.4	4242734	4246233	3L	plus	pavarotti	pav	38515	protein-coding	NM_057677.4	NP_477025.1	887	Dmel_CG1258
NT_037436.4	4246343	4254306	3L	minus	archipelago	ago	38516	protein-coding	NM_079198.3	NP_523922.1	1326	Dmel_CG15010
NT_037436.4	4254776	4256053	3L	plus	uncharacterized protein	CG1265	38517	protein-coding	NM_139621.3	NP_647878.1	221	Dmel_CG1265
NT_037436.4	4255991	4259152	3L	minus	uncharacterized protein	CG15011	38518	protein-coding	NM_139622.1	NP_647879.1	840	Dmel_CG15011
NT_037436.4	4259430	4261643	3L	plus	uncharacterized protein	CG1309	38519	protein-coding	NM_139623.3	NP_647880.1	524	Dmel_CG1309
NT_037436.4	4261297	4262470	3L	minus	uncharacterized protein, isoform A	CG11586	38520	protein-coding	NM_139624.3	NP_647881.1	194	Dmel_CG11586
NT_037436.4	4262705	4263464	3L	plus	Vacuolar H[+] ATPase M9.7 subunit a	VhaM9.7-a	38521	protein-coding	NM_001104029.2	NP_001097499.1	85	Dmel_CG1268
NT_037436.4	4263719	4277778	3L	plus	uncharacterized protein	CG1273	38522	protein-coding	NM_139626.2	NP_647883.1	1168	Dmel_CG1273
NT_037436.4	4266789	4267503	3L	minus	uncharacterized protein	CG33764	3772289	protein-coding	NM_001031936.1	NP_001027107.1	180	Dmel_CG33764
NT_037436.4	4277962	4281585	3L	plus	Choline transporter-like 1	Ctl1	38523	protein-coding	NM_139627.2	NP_647884.1	691	Dmel_CG1311
NT_037436.4	4281504	4282817	3L	minus	uncharacterized protein	CG11583	326206	protein-coding	NM_001038900.2	NP_001033989.1	356	Dmel_CG11583
NT_037436.4	4282956	4283478	3L	minus	shrew	srw	38525	protein-coding	NM_139629.3	NP_647886.2	136	Dmel_CG11582
NT_037436.4	4283851	4286865	3L	plus	uncharacterized protein	CG1316	38526	protein-coding	NM_139630.3	NP_647887.1	470	Dmel_CG1316
NT_037436.4	4287038	4288349	3L	plus	Transcription factor IIEbeta	TfIIEbeta	38527	protein-coding	NM_079199.3	NP_523923.1	292	Dmel_CG1276
NT_037436.4	4288641	4291211	3L	plus	Hexosaminidase 1	Hexo1	38528	protein-coding	NM_079200.5	NP_523924.1	622	Dmel_CG1318
NT_037436.4	4291208	4292246	3L	minus	uncharacterized protein	CG15012	38529	protein-coding	NM_001169876.2	NP_001163347.1	152	Dmel_CG15012
NT_037436.4	4292482	4293432	3L	plus	Ferredoxin 2	Fdx2	38530	protein-coding	NM_139632.3	NP_647889.2	152	Dmel_CG1319
NT_037436.4	4294004	4307718	3L	minus	dusky-like	dyl	38531	protein-coding	NM_139633.3	NP_647890.2	611	Dmel_CG15013
NT_037436.4	4313483	4318608	3L	plus	claspin, isoform A	Claspin	326205	protein-coding	NM_168080.2	NP_728981.1	1465	Dmel_CG32251
NT_037436.4	4318755	4321109	3L	plus	Peroxisomal Membrane Protein 34	PMP34	38532	protein-coding	NM_168081.3	NP_728982.1	314	Dmel_CG32250
NT_037436.4	4321105	4322259	3L	minus	uncharacterized protein	CG15014	38533	protein-coding	NM_139635.2	NP_647892.1	324	Dmel_CG15014
NT_037436.4	4322491	4364102	3L	minus	Cdc42-interacting protein 4	Cip4	38534	protein-coding	NM_139636.4	NP_647893.2	631	Dmel_CG15015
NT_037436.4	4345801	4347801	3L	plus	long non-coding RNA:CR45156	lncRNA:CR45156	19835983	lncRNA	NR_124781.1			Dmel_CR45156
NT_037436.4	4364550	4365243	3L	plus	mitochondrial ribosomal protein S6	mRpS6	38535	protein-coding	NM_079201.5	NP_523925.1	147	Dmel_CG15016
NT_037436.4	4365434	4366671	3L	plus	uncharacterized protein	CG33514	3346239	protein-coding	NM_001014558.3	NP_001014558.1	311	Dmel_CG33514
NT_037436.4	4366494	4367458	3L	minus	uncharacterized protein	CG11342	38538	protein-coding	NM_139639.2	NP_647896.1	238	Dmel_CG11342
NT_037436.4	4367649	4380387	3L	minus	Dopamine/Ecdysteroid receptor	DopEcR	38539	protein-coding	NM_139640.3	NP_647897.2	322	Dmel_CG18314
NT_037436.4	4377368	4377999	3L	minus	long non-coding RNA:CR44360	lncRNA:CR44360	19835506	lncRNA	NR_124782.1			Dmel_CR44360
NT_037436.4	4380864	4381629	3L	minus	uncharacterized protein	CG32240	317933	protein-coding	NM_168082.2	NP_728987.1	145	Dmel_CG32240
NT_037436.4	4384442	4403181	3L	plus	slowdown	slow	38540	protein-coding	NM_139641.3	NP_647898.3	512	Dmel_CG7447
NT_037436.4	4403487	4405168	3L	plus	Syntaxin 17	Syx17	38541	protein-coding	NM_079202.4	NP_523926.1	301	Dmel_CG7452
NT_037436.4	4405127	4406059	3L	minus	uncharacterized protein, isoform A	CG15019	38542	protein-coding	NM_139642.2	NP_647899.1	146	Dmel_CG15019
NT_037436.4	4406943	4420648	3L	plus	Tumor protein p53 inducible nuclear protein	TP53INP	38543	protein-coding	NM_139643.3	NP_647900.1	387	Dmel_CG11347
